Pattern Generating Match,Pattern matched,Piece Title,Part,First Note Measure Number,Last Note Measure Number,Note Durations,EMA,EMA url
"[-2, -2, -3, 2, 2]","[-2, -2, -3, 2, 2]","Benedicta es, cælorum Regina",Altus,44,45,"[1.0, 3.0, 1.0, 1.0, 1.0, 3.0]","44-45/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/44-45/2/@2.5-end,@start-2.0"
"[-2, -2, -3, 2, 2]","[-2, -2, -3, 2, 2]","Benedicta es, cælorum Regina",Altus,47,48,"[1.0, 3.0, 1.0, 1.0, 1.0, 3.0]","47-48/2/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/47-48/2/@4.5-end,@start-4.0"
"[-2, -2, -3, 2, 2]","[-2, -2, -3, 2, 2]",Benedicta es coelorum regina,Quinta pars,49,50,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","49-50/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/49-50/3/@2.0-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,Superius,100,101,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","100-101/1/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/100-101/1/@1.0-end,@start-1.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,Contratenor,5,5,"[1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","5-5/2/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/5-5/2/@1.5-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,Contratenor,111,112,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","111-112/2/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/111-112/2/@3.5-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,PrimusTenor,31,32,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","31-32/3/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/31-32/3/@4.0-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,16,17,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","16-17/4/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/16-17/4/@4.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,102,102,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","102-102/4/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/102-102/4/@1.0-end,@start-4.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,Bassus,69,70,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","69-70/5/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/69-70/5/@3.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Vidi speciosam,Bassus,109,110,"[2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","109-110/5/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/109-110/5/@4.0-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Ave Maria,Tenor,47,50,"[4.0, 4.0, 4.0, 4.0, 4.0, 3.0]","47-50/3/@4.0-end,@start-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/47-50/3/@4.0-end,@start-end,@start-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je suis déshéritée,Superius,29,29,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","29-29/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/29-29/1/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je suis déshéritée,Contratenor,7,7,"[2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","7-7/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/7-7/2/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je suis déshéritée,Contratenor,29,30,"[2.0, 3.0, 1.0, 1.0, 1.0, 2.0]","29-30/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/29-30/2/@4.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je suis déshéritée,Bassus,5,5,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","5-5/4/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/5-5/4/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je suis déshéritée,Bassus,13,13,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","13-13/4/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/13-13/4/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,Superius,16,18,"[2.0, 2.0, 2.0, 2.0, 2.0, 3.0]","16-18/1/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/16-18/1/@4.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,Contratenor,205,206,"[2.0, 3.0, 1.0, 1.0, 1.0, 1.0]","205-206/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/205-206/2/@3.0-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,PrimusTenor,20,22,"[4.0, 6.0, 2.0, 2.0, 2.0, 4.0]","20-22/3/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/20-22/3/@1.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,PrimusTenor,269,269,"[1.0, 1.0, 1.0, 1.0, 1.0, 4.0]","269-269/3/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/269-269/3/@3.5-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,SecundusTenor,10,12,"[4.0, 4.0, 6.0, 2.0, 3.0, 1.0]","10-12/4/@1.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/10-12/4/@1.0-end,@start-end,@start-2.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,SecundusTenor,208,209,"[2.0, 3.0, 1.0, 1.0, 1.0, 4.0]","208-209/4/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/208-209/4/@3.0-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,[Bassus],16,18,"[4.0, 6.0, 2.0, 2.0, 2.0, 4.0]","16-18/5/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/16-18/5/@1.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quare fremuerunt gentes,[Bassus],210,211,"[2.0, 3.0, 1.0, 1.0, 1.0, 4.0]","210-211/5/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/210-211/5/@3.0-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Tota pulchra es,Superius,86,87,"[1.0, 2.0, 2.0, 2.0, 3.0, 1.0]","86-87/1/@2.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/86-87/1/@2.5-end,@start-3.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Tota pulchra es,Tenor,76,77,"[1.0, 3.0, 1.0, 1.0, 1.0, 2.0]","76-77/3/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/76-77/3/@3.5-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Tota pulchra es,Tenor,87,88,"[1.0, 3.0, 1.0, 1.0, 1.0, 2.0]","87-88/3/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0011.mei/87-88/3/@3.5-end,@start-3.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je n’en puis plus durer,Superius,44,45,"[2.0, 3.0, 1.0, 1.0, 1.0, 4.0]","44-45/1/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/44-45/1/@2.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Je n’en puis plus durer,Tenor,44,45,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","44-45/3/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0013.mei/44-45/3/@2.0-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Superior,36,37,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","36-37/1/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/36-37/1/@3.0-end,@start-2.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Superior,97,99,"[4.0, 2.0, 2.0, 2.0, 2.0, 2.0]","97-99/1/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/97-99/1/@4.0-end,@start-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Contratenor,76,77,"[2.0, 1.0, 1.0, 1.0, 1.0, 4.0]","76-77/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/76-77/2/@2.0-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Contratenor,126,127,"[1.0, 1.0, 2.0, 2.0, 3.0, 1.0]","126-127/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/126-127/2/@2.0-end,@start-2.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Contratenor,160,161,"[2.0, 3.0, 1.0, 2.0, 2.0, 2.0]","160-161/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/160-161/2/@3.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Tenor,109,110,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","109-110/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/109-110/3/@3.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Bassus,108,109,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","108-109/4/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/108-109/4/@4.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Quo abiit dilectus tuus,Bassus,164,165,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","164-165/4/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/164-165/4/@3.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Mente tota supplicamus (from Vultuum tuum),Discantus,15,17,"[4.0, 2.0, 2.0, 2.0, 2.0, 3.0]","15-17/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/15-17/1/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,11,12,"[6.0, 2.0, 2.0, 2.0, 2.0, 2.0]","11-12/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/11-12/2/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Mente tota supplicamus (from Vultuum tuum),Contratenor,19,21,"[4.0, 2.0, 2.0, 2.0, 2.0, 3.0]","19-21/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0016.mei/19-21/2/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[Discantus],71,71,"[2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","71-71/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/71-71/1/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[Contratenor],13,13,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","13-13/2/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/13-13/2/@2.0-end,@start-4.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[Contratenor],109,110,"[2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","109-110/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/109-110/2/@3.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[QuintaVox],17,17,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","17-17/4/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/17-17/4/@2.0-end,@start-4.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[QuintaVox],46,46,"[1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","46-46/4/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/46-46/4/@1.5-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[QuintaVox],47,47,"[1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","47-47/4/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/47-47/4/@1.5-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, coelorum regina",[Bassus],57,58,"[4.0, 3.0, 1.0, 1.0, 1.0, 1.0]","57-58/6/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0017.mei/57-58/6/@3.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Veni sponsa Christi,Cantus,36,36,"[2.0, 1.0, 1.0, 1.0, 1.0, 3.0]","36-36/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/36-36/1/@1.0-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Veni sponsa Christi,Altus,33,34,"[2.0, 1.0, 1.0, 1.0, 1.0, 4.0]","33-34/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/33-34/2/@3.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Veni sponsa Christi,Tenor,33,34,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","33-34/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/33-34/3/@3.0-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, cælorum Regina",Altus,44,45,"[1.0, 1.0, 1.0, 3.0, 1.0, 2.0]","44-45/2/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/44-45/2/@4.5-end,@start-4.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]","Benedicta es, cælorum Regina",Altus,48,49,"[1.0, 1.0, 1.0, 3.0, 1.0, 2.0]","48-49/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/48-49/2/@2.5-end,@start-2.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Benedicta es coelorum regina,Cantus ,39,40,"[4.0, 2.0, 1.0, 1.0, 1.0, 1.0]","39-40/1/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/39-40/1/@4.0-end,@start-4.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Benedicta es coelorum regina,Quinta pars,25,27,"[2.0, 2.0, 2.0, 4.0, 4.0, 4.0]","25-27/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/25-27/3/@2.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Benedicta es coelorum regina,Tenor,48,49,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","48-49/4/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/48-49/4/@3.0-end,@start-3.5"
"[-3, 2, 2, 2, 2]","[-3, 2, 2, 2, 2]",Benedicta es coelorum regina,Tenor,97,99,"[2.0, 2.0, 3.0, 1.0, 4.0, 8.0]","97-99/4/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0023.mei/97-99/4/@3.0-end,@start-end,@start-1.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,Superius,100,101,"[2.0, 3.0, 1.0, 1.0, 1.0, 3.0]","100-101/1/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/100-101/1/@2.0-end,@start-2.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,Contratenor,49,50,"[3.0, 1.0, 2.0, 2.0, 2.0, 3.0]","49-50/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/49-50/2/@1.0-end,@start-2.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,Contratenor,53,53,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","53-53/2/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/53-53/2/@1.0-end,@start-3.5"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,Contratenor,119,119,"[1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","119-119/2/@1.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/119-119/2/@1.5-end,@start-4.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,17,17,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","17-17/4/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/17-17/4/@1.0-end,@start-4.5"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,17,18,"[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","17-18/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/17-18/4/@2.0-end,@start-1.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,102,103,"[2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","102-103/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/102-103/4/@2.0-end,@start-1.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,102,103,"[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","102-103/4/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/102-103/4/@3.0-end,@start-2.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,102,103,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","102-103/4/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/102-103/4/@3.5-end,@start-3.0"
"[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]",Vidi speciosam,SecundusTenor,102,103,"[1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","102-103/4/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/102-103/4/@4.0-end,@start-4.0"
