Pattern Generating Match,Pattern matched,Piece Title,Part,First Note Measure Number,Last Note Measure Number,Note Durations,EMA,EMA url
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Quo abiit dilectus tuus,Contratenor,128,129,"[1.0, 1.0, 2.0, 2.0, 4.0, 2.0]","128-129/2/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/128-129/2/@2.0-end,@start-3.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Quo abiit dilectus tuus,Tenor,15,17,"[2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","15-17/3/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/15-17/3/@4.0-end,@start-end,@start-1.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Quo abiit dilectus tuus,Tenor,20,21,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","20-21/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/20-21/3/@2.0-end,@start-2.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Quo abiit dilectus tuus,Tenor,136,137,"[4.0, 2.0, 2.0, 2.0, 2.0, 4.0]","136-137/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0015.mei/136-137/3/@2.0-end,@start-4.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Veni sponsa Christi,Altus,35,36,"[1.0, 1.0, 2.0, 2.0, 6.0, 2.0]","35-36/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/35-36/2/@2.0-end,@start-4.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Veni sponsa Christi,Altus,58,60,"[2.0, 3.0, 1.0, 2.0, 2.0, 6.0]","58-60/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/58-60/2/@4.0-end,@start-end,@start-1.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Veni sponsa Christi,Tenor,35,36,"[1.0, 1.0, 2.0, 4.0, 4.0, 1.0]","35-36/3/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/35-36/3/@2.0-end,@start-4.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]",Veni sponsa Christi,Tenor,49,51,"[2.0, 4.0, 4.0, 3.0, 1.0, 4.0]","49-51/3/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0019.mei/49-51/3/@4.0-end,@start-end,@start-3.0"
"[-2, 2, 2, -2, -2]","[-2, 2, 2, -2, -2]","Benedicta es, cælorum Regina",Altus,116,117,"[4.0, 3.0, 1.0, 2.0, 4.0, 4.0]","116-117/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0021.mei/116-117/2/@1.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Superius,25,27,"[2.0, 2.0, 4.0, 1.0, 1.0, 1.0]","25-27/1/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/25-27/1/@4.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Superius,88,90,"[2.0, 4.0, 6.0, 2.0, 3.0, 1.0]","88-90/1/@4.0-end,@start-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/88-90/1/@4.0-end,@start-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Superius,95,96,"[2.0, 2.0, 3.0, 1.0, 3.0, 0.5]","95-96/1/@2.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/95-96/1/@2.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Superius,102,104,"[1.0, 1.0, 2.0, 4.0, 2.0, 2.0]","102-104/1/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/102-104/1/@4.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Superius,120,121,"[1.0, 2.0, 2.0, 2.0, 4.0, 1.0]","120-121/1/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/120-121/1/@2.5-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,9,10,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","9-10/2/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/9-10/2/@1.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,16,17,"[1.0, 2.0, 4.0, 1.0, 1.0, 3.0]","16-17/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/16-17/2/@2.5-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,49,51,"[2.0, 2.0, 3.0, 1.0, 4.0, 2.0]","49-51/2/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/49-51/2/@4.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,53,54,"[1.0, 1.0, 1.0, 3.0, 0.5, 0.5]","53-54/2/@2.5-end,@start-1.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/53-54/2/@2.5-end,@start-1.75"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,67,67,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","67-67/2/@1.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/67-67/2/@1.5-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,85,88,"[2.0, 6.0, 4.0, 2.0, 4.0, 3.0]","85-88/2/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/85-88/2/@4.0-end,@start-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,92,93,"[2.0, 2.0, 4.0, 2.0, 1.0, 1.0]","92-93/2/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/92-93/2/@3.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Contratenor,120,121,"[1.0, 1.0, 3.0, 1.0, 4.0, 2.0]","120-121/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/120-121/2/@3.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,PrimusTenor,12,12,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","12-12/3/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/12-12/3/@2.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,PrimusTenor,14,15,"[1.0, 2.0, 3.0, 0.5, 0.5, 2.0]","14-15/3/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/14-15/3/@1.5-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,PrimusTenor,92,94,"[2.0, 2.0, 4.0, 2.0, 2.0, 1.0]","92-94/3/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/92-94/3/@4.0-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,PrimusTenor,94,95,"[1.0, 1.0, 1.0, 4.0, 1.0, 1.0]","94-95/3/@2.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/94-95/3/@2.5-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,PrimusTenor,123,124,"[3.0, 1.0, 4.0, 2.0, 1.0, 1.0]","123-124/3/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/123-124/3/@3.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,PrimusTenor,128,129,"[1.0, 1.0, 4.0, 1.0, 1.0, 4.0]","128-129/3/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/128-129/3/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,SecundusTenor,15,16,"[1.0, 2.0, 3.0, 0.5, 0.5, 2.0]","15-16/4/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/15-16/4/@1.5-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,SecundusTenor,87,90,"[2.0, 4.0, 6.0, 2.0, 4.0, 4.0]","87-90/4/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/87-90/4/@4.0-end,@start-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,SecundusTenor,93,94,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","93-94/4/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/93-94/4/@3.0-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Bassus,13,14,"[2.0, 4.0, 3.0, 1.0, 2.0, 1.0]","13-14/5/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/13-14/5/@2.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Bassus,17,18,"[1.0, 2.0, 3.0, 0.5, 0.5, 4.0]","17-18/5/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/17-18/5/@1.5-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Bassus,86,86,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","86-86/5/@1.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/86-86/5/@1.5-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Vidi speciosam,Bassus,91,93,"[2.0, 4.0, 6.0, 2.0, 4.0, 4.0]","91-93/5/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0001.mei/91-93/5/@2.0-end,@start-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Ave Maria,[Superius],50,51,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0]","50-51/1/@2.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/50-51/1/@2.5-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Ave Maria,[Superius],51,52,"[1.0, 2.0, 3.0, 1.0, 4.0, 2.0]","51-52/1/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/51-52/1/@2.5-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Ave Maria,Altus,134,135,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","134-135/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/134-135/2/@2.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Ave Maria,Tenor,91,92,"[1.0, 2.0, 3.0, 1.0, 4.0, 2.0]","91-92/3/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0008.mei/91-92/3/@2.5-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je suis déshéritée,Contratenor,4,5,"[1.0, 1.0, 3.0, 0.5, 0.5, 4.0]","4-5/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/4-5/2/@4.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je suis déshéritée,Contratenor,7,8,"[1.0, 1.0, 3.0, 1.0, 2.0, 4.0]","7-8/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/7-8/2/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je suis déshéritée,Contratenor,12,13,"[1.0, 1.0, 3.0, 0.5, 0.5, 4.0]","12-13/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/12-13/2/@4.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je suis déshéritée,Contratenor,21,23,"[2.0, 4.0, 2.0, 2.0, 4.0, 4.0]","21-23/2/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/21-23/2/@4.0-end,@start-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Je suis déshéritée,Tenor,30,31,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0]","30-31/3/@2.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0009.mei/30-31/3/@2.5-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Superius,20,22,"[6.0, 2.0, 6.0, 1.0, 1.0, 4.0]","20-22/1/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/20-22/1/@1.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Superius,39,41,"[4.0, 4.0, 2.0, 4.0, 1.0, 1.0]","39-41/1/@3.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/39-41/1/@3.0-end,@start-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Superius,43,44,"[3.0, 1.0, 3.0, 1.0, 2.0, 4.0]","43-44/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/43-44/1/@2.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Superius,46,48,"[2.0, 4.0, 4.0, 3.0, 1.0, 1.0]","46-48/1/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/46-48/1/@2.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Superius,247,248,"[2.0, 4.0, 3.0, 1.0, 2.0, 2.0]","247-248/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/247-248/1/@2.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Superius,267,268,"[1.0, 1.0, 3.0, 1.0, 2.0, 4.0]","267-268/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/267-268/1/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,4,5,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0]","4-5/2/@4.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/4-5/2/@4.5-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,199,200,"[4.0, 2.0, 3.0, 1.0, 1.0, 1.0]","199-200/2/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/199-200/2/@1.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,218,219,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0]","218-219/2/@2.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/218-219/2/@2.5-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,Contratenor,231,232,"[3.0, 1.0, 3.0, 0.5, 0.5, 2.0]","231-232/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/231-232/2/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,4,5,"[1.0, 2.0, 3.0, 1.0, 1.0, 1.0]","4-5/3/@4.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/4-5/3/@4.5-end,@start-4.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,15,17,"[4.0, 4.0, 6.0, 1.0, 1.0, 4.0]","15-17/3/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/15-17/3/@3.0-end,@start-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,47,49,"[2.0, 4.0, 4.0, 2.0, 2.0, 4.0]","47-49/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/47-49/3/@2.0-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,94,95,"[4.0, 2.0, 3.0, 1.0, 2.0, 2.0]","94-95/3/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/94-95/3/@1.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,110,111,"[2.0, 4.0, 3.0, 1.0, 1.0, 1.0]","110-111/3/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/110-111/3/@1.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,111,113,"[1.0, 2.0, 4.0, 2.0, 4.0, 2.0]","111-113/3/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/111-113/3/@2.5-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,130,131,"[2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","130-131/3/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/130-131/3/@2.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,134,135,"[2.0, 2.0, 2.0, 1.0, 1.0, 2.0]","134-135/3/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/134-135/3/@3.0-end,@start-3.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,154,156,"[2.0, 2.0, 4.0, 4.0, 4.0, 2.0]","154-156/3/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/154-156/3/@4.0-end,@start-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,166,166,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","166-166/3/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/166-166/3/@1.0-end,@start-3.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,175,177,"[1.0, 4.0, 4.0, 1.0, 1.0, 8.0]","175-177/3/@3.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/175-177/3/@3.5-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,PrimusTenor,269,270,"[1.0, 1.0, 4.0, 1.0, 1.0, 4.0]","269-270/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/269-270/3/@1.0-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,100,102,"[1.0, 2.0, 4.0, 2.0, 2.0, 2.0]","100-102/4/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/100-102/4/@4.5-end,@start-end,@start-2.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,113,114,"[2.0, 4.0, 3.0, 1.0, 1.0, 1.0]","113-114/4/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/113-114/4/@1.0-end,@start-2.5"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,114,116,"[1.0, 2.0, 4.0, 2.0, 4.0, 4.0]","114-116/4/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/114-116/4/@2.5-end,@start-end,@start-1.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,133,134,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0]","133-134/4/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/133-134/4/@3.0-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,159,160,"[1.0, 2.0, 2.0, 2.0, 4.0, 2.0]","159-160/4/@2.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/159-160/4/@2.5-end,@start-4.0"
"[2, 2, -2, -2, -2]","[2, 2, -2, -2, -2]",Quare fremuerunt gentes,SecundusTenor,167,168,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","167-168/4/@3.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_3.0/CRIM_Model_0010.mei/167-168/4/@3.0-end,@start-1.5"
