,pattern_generating_match,pattern_matched,piece_title,part,start_measure,start_beat,end_measure,end_beat,start_offset,end_offset,note_durations,ema,ema_url
347,"(3, -2, -2, -2, 2, -3, 2)","[3, -2, -2, -2, 2, -4, 2]",Veni speciosam,Bassus,81,2.0,83,1.5,650.0,665.0,"[2.0, 4.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0]","81-83/5/@2.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/81-83/5/@2.0-end,@start-end,@start-1.5"
348,"(-2, -2, -2, 2, -3, 2, 2)","[-2, -2, -2, 2, -4, 2, 2]",Veni speciosam,Superius,36,4.0,38,2.0,286.0,298.0,"[2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0]","36-38/1/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/36-38/1/@4.0-end,@start-end,@start-2.0"
349,"(-2, -2, -2, 2, -3, 2, 2)","[-2, -2, -2, 2, -2, 2, 2]",Veni speciosam,Contratenor,14,3.5,15,4.0,109.0,118.0,"[1.0, 1.0, 0.5, 0.5, 4.0, 1.0, 1.0, 1.0]","14-15/2/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/14-15/2/@3.5-end,@start-4.0"
350,"(-2, -2, -2, 2, -3, 2, 2)","[-2, -2, -2, 2, -3, 2, 2]",Veni speciosam,PrimusTenor,30,4.0,32,2.0,238.0,250.0,"[2.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0]","30-32/3/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-32/3/@4.0-end,@start-end,@start-2.0"
351,"(-2, -2, -2, 2, -3, 2, 2)","[-2, -2, -2, 2, -4, 2, 2]",Veni speciosam,Bassus,32,2.0,33,4.0,250.0,262.0,"[2.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0]","32-33/5/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/5/@2.0-end,@start-4.0"
352,"(-2, -2, -2, 2, -3, 2, 2)","[-2, -2, -2, 2, -4, 2, 2]",Veni speciosam,Bassus,81,3.0,83,2.0,652.0,666.0,"[4.0, 3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0]","81-83/5/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/81-83/5/@3.0-end,@start-end,@start-2.0"
353,"(-2, -2, 2, -3, 2, 2, 2)","[-2, -2, 2, -2, 2, 2, 2]",Veni speciosam,Contratenor,14,4.0,15,4.5,110.0,119.0,"[1.0, 0.5, 0.5, 4.0, 1.0, 1.0, 1.0, 1.0]","14-15/2/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/14-15/2/@4.0-end,@start-4.5"
354,"(-2, -2, 2, -3, 2, 2, 2)","[-2, -2, 2, -3, 2, 2, 2]",Veni speciosam,PrimusTenor,31,1.0,32,2.5,240.0,251.0,"[2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","31-32/3/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/31-32/3/@1.0-end,@start-2.5"
355,"(-2, -2, 2, -3, 2, 2, 2)","[-2, -2, 2, -2, 2, 2, 2]",Veni speciosam,SecundusTenor,35,2.0,36,3.0,274.0,284.0,"[4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","35-36/4/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/35-36/4/@2.0-end,@start-3.0"
356,"(-2, -2, 2, -3, 2, 2, 2)","[-2, -2, 2, -4, 2, 2, 2]",Veni speciosam,Bassus,32,3.0,33,4.5,252.0,263.0,"[3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","32-33/5/@3.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/5/@3.0-end,@start-4.5"
357,"(-2, -2, 2, -3, 2, 2, 2)","[-2, -2, 2, -4, 2, 2, 2]",Veni speciosam,Bassus,82,1.0,83,2.5,656.0,667.0,"[3.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","82-83/5/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/5/@1.0-end,@start-2.5"
358,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Superius,41,2.0,43,3.0,322.0,340.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","41-43/1/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/41-43/1/@2.0-end,@start-end,@start-3.0"
359,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Superius,45,2.0,47,3.0,354.0,372.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]","45-47/1/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/45-47/1/@2.0-end,@start-end,@start-3.0"
360,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Contratenor,43,4.0,46,1.0,342.0,360.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 2.0]","43-46/2/@4.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/43-46/2/@4.0-end,@start-end,@start-end,@start-1.0"
361,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 4, -2, -2, -2]",Veni speciosam,PrimusTenor,41,3.0,44,1.0,324.0,344.0,"[4.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","41-44/3/@3.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/41-44/3/@3.0-end,@start-end,@start-end,@start-1.0"
362,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,SecundusTenor,38,2.0,40,3.0,298.0,316.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","38-40/4/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-40/4/@2.0-end,@start-end,@start-3.0"
363,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 4, -2, -2, -2]",Veni speciosam,SecundusTenor,42,2.0,44,2.0,330.0,346.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 2.0]","42-44/4/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/42-44/4/@2.0-end,@start-end,@start-2.0"
364,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 4, -2, -2, -2]",Veni speciosam,SecundusTenor,46,2.0,48,2.0,362.0,378.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0]","46-48/4/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/46-48/4/@2.0-end,@start-end,@start-2.0"
365,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Bassus,40,2.0,42,3.0,314.0,332.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","40-42/5/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/40-42/5/@2.0-end,@start-end,@start-3.0"
366,"(2, -3, 2, 4, -2, -2, -2)","[2, -3, 2, 3, -2, -2, -2]",Veni speciosam,Bassus,43,2.0,45,3.0,338.0,356.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 4.0, 4.0]","43-45/5/@2.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/43-45/5/@2.0-end,@start-end,@start-3.0"
367,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 2, 2, -2]",Veni speciosam,Superius,24,3.0,26,4.0,188.0,206.0,"[3.0, 1.0, 2.0, 4.0, 2.0, 2.0, 4.0, 1.0]","24-26/1/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-26/1/@3.0-end,@start-end,@start-4.0"
368,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 2, 2, -4]",Veni speciosam,Contratenor,79,3.0,81,3.0,636.0,652.0,"[4.0, 4.0, 3.0, 0.5, 0.5, 2.0, 2.0, 4.0]","79-81/2/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/79-81/2/@3.0-end,@start-end,@start-3.0"
369,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 2, 2, -3]",Veni speciosam,PrimusTenor,84,1.0,85,2.5,672.0,683.0,"[4.0, 3.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0]","84-85/3/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/84-85/3/@1.0-end,@start-2.5"
370,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 3, 2, -3]",Veni speciosam,PrimusTenor,94,4.0,96,3.0,758.0,772.0,"[4.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","94-96/3/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-96/3/@4.0-end,@start-end,@start-3.0"
371,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 2, 2, -2]",Veni speciosam,SecundusTenor,94,1.0,95,4.0,752.0,766.0,"[2.0, 4.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0]","94-95/4/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/4/@1.0-end,@start-4.0"
372,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 2, 2, -2]",Veni speciosam,SecundusTenor,124,1.0,125,3.0,992.0,1004.0,"[3.0, 1.0, 3.0, 0.5, 0.5, 2.0, 2.0, 4.0]","124-125/4/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-125/4/@1.0-end,@start-3.0"
373,"(-2, -2, -2, -2, 2, 2, -3)","[-2, -2, -2, -2, 2, 2, -3]",Veni speciosam,Bassus,8,2.0,10,1.0,58.0,72.0,"[2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 2.0, 4.0]","8-10/5/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-10/5/@2.0-end,@start-end,@start-1.0"
374,"(-2, -2, 2, 2, -3, 2, -2)","[-2, -2, 2, 2, -3, 3, -2]",Veni speciosam,Contratenor,61,2.0,62,4.0,482.0,494.0,"[2.0, 3.0, 0.5, 0.5, 1.0, 1.0, 4.0, 1.0]","61-62/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/61-62/2/@2.0-end,@start-4.0"
375,"(-2, -2, 2, 2, -3, 2, -2)","[-2, -3, 2, 2, -3, 2, -2]",Veni speciosam,Contratenor,94,1.0,96,3.0,752.0,772.0,"[4.0, 4.0, 3.0, 1.0, 2.0, 2.0, 4.0, 4.0]","94-96/2/@1.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-96/2/@1.0-end,@start-end,@start-3.0"
376,"(-2, -2, 2, 2, -3, 2, -2)","[-2, -2, 2, 2, -3, 2, -2]",Veni speciosam,PrimusTenor,84,4.5,86,1.0,679.0,688.0,"[0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 4.0, 3.0]","84-86/3/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/84-86/3/@4.5-end,@start-end,@start-1.0"
377,"(-2, -2, 2, 2, -3, 2, -2)","[-2, -2, 2, 2, -3, 2, -3]",Veni speciosam,PrimusTenor,124,3.0,126,1.0,996.0,1008.0,"[2.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]","124-126/3/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-126/3/@3.0-end,@start-end,@start-1.0"
378,"(-2, -2, 2, 2, -3, 2, -2)","[-2, -2, 2, 2, -3, 2, -2]",Veni speciosam,SecundusTenor,84,4.0,86,3.0,678.0,692.0,"[4.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0, 4.0]","84-86/4/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/84-86/4/@4.0-end,@start-end,@start-3.0"
379,"(2, 2, -2, -2, -2, -2, 1)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Superius,95,2.0,96,4.0,762.0,774.0,"[2.0, 2.0, 3.0, 1.0, 3.0, 0.5, 0.5, 2.0]","95-96/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-96/1/@2.0-end,@start-4.0"
380,"(2, 2, -2, -2, -2, -2, 1)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Superius,120,2.5,122,1.0,963.0,976.0,"[1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 8.0]","120-122/1/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-122/1/@2.5-end,@start-end,@start-1.0"
381,"(2, 2, -2, -2, -2, -2, 1)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Contratenor,85,4.0,88,2.75,686.0,707.5,"[2.0, 6.0, 4.0, 2.0, 4.0, 3.0, 0.5, 0.5]","85-88/2/@4.0-end,@start-end,@start-end,@start-2.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-88/2/@4.0-end,@start-end,@start-end,@start-2.75"
382,"(2, 2, -2, -2, -2, -2, 1)","[2, 2, -2, -2, -2, -2, 1]",Veni speciosam,PrimusTenor,128,3.0,131,1.0,1028.0,1048.0,"[1.0, 1.0, 4.0, 1.0, 1.0, 4.0, 8.0, 8.0]","128-131/3/@3.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/128-131/3/@3.0-end,@start-end,@start-end,@start-1.0"
383,"(2, 2, -2, -2, -2, -2, 1)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,SecundusTenor,93,3.0,95,2.0,748.0,762.0,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 2.0]","93-95/4/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/93-95/4/@3.0-end,@start-end,@start-2.0"
384,"(2, 2, 2, 2, 2, 2, -3)","[2, 2, 2, 2, 2, 2, -3]",Veni speciosam,SecundusTenor,17,1.0,18,1.5,128.0,137.0,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","17-18/4/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/17-18/4/@1.0-end,@start-1.5"
385,"(2, 2, 2, 2, 2, 2, -3)","[2, 2, 2, 2, 2, 2, -3]",Veni speciosam,SecundusTenor,102,3.5,104,1.0,821.0,832.0,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]","102-104/4/@3.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/4/@3.5-end,@start-end,@start-1.0"
386,"(2, 2, 2, 2, 2, 2, -3)","[2, 2, 2, 2, 2, 2, -2]",Veni speciosam,SecundusTenor,107,4.5,109,2.0,863.0,874.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0]","107-109/4/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/107-109/4/@4.5-end,@start-end,@start-2.0"
387,"(2, 2, 2, 2, 2, 2, -3)","[2, 2, 2, 2, 2, 2, -2]",Veni speciosam,Bassus,10,3.0,11,3.5,76.0,85.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.5]","10-11/5/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/10-11/5/@3.0-end,@start-3.5"
388,"(2, 2, 2, 2, 2, 2, -3)","[2, 2, 2, 2, 2, 2, -2]",Veni speciosam,Bassus,33,3.0,34,4.0,260.0,270.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 2.0]","33-34/5/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/33-34/5/@3.0-end,@start-4.0"
389,"(2, 2, 2, 2, 2, 2, -2)","[2, 2, 2, 2, 2, 2, -3]",Veni speciosam,SecundusTenor,17,1.0,18,1.5,128.0,137.0,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","17-18/4/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/17-18/4/@1.0-end,@start-1.5"
390,"(2, 2, 2, 2, 2, 2, -2)","[2, 2, 2, 2, 2, 2, -3]",Veni speciosam,SecundusTenor,102,3.5,104,1.0,821.0,832.0,"[1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0]","102-104/4/@3.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/4/@3.5-end,@start-end,@start-1.0"
391,"(2, 2, 2, 2, 2, 2, -2)","[2, 2, 2, 2, 2, 2, -2]",Veni speciosam,SecundusTenor,107,4.5,109,2.0,863.0,874.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0]","107-109/4/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/107-109/4/@4.5-end,@start-end,@start-2.0"
392,"(2, 2, 2, 2, 2, 2, -2)","[2, 2, 2, 2, 2, 2, -2]",Veni speciosam,Bassus,10,3.0,11,3.5,76.0,85.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.5]","10-11/5/@3.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/10-11/5/@3.0-end,@start-3.5"
393,"(2, 2, 2, 2, 2, 2, -2)","[2, 2, 2, 2, 2, 2, -2]",Veni speciosam,Bassus,33,3.0,34,4.0,260.0,270.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 4.0, 2.0]","33-34/5/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/33-34/5/@3.0-end,@start-4.0"
394,"(-2, 2, 3, -2, -2, -2, -2)","[-2, 2, 3, -2, -2, -2, -3]",Veni speciosam,Superius,1,3.0,3,4.0,4.0,22.0,"[6.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","1-3/1/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/1-3/1/@3.0-end,@start-end,@start-4.0"
395,"(-2, 2, 3, -2, -2, -2, -2)","[-3, 2, 3, -2, -2, -2, -2]",Veni speciosam,Superius,3,3.5,5,2.5,21.0,35.0,"[1.0, 2.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","3-5/1/@3.5-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/3-5/1/@3.5-end,@start-end,@start-2.5"
396,"(-2, 2, 3, -2, -2, -2, -2)","[-2, 2, 2, -2, -2, -2, -2]",Veni speciosam,Superius,120,2.0,121,4.5,962.0,975.0,"[1.0, 1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0]","120-121/1/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-121/1/@2.0-end,@start-4.5"
397,"(-2, 2, 3, -2, -2, -2, -2)","[-2, 2, 3, -2, -2, -2, -3]",Veni speciosam,Contratenor,3,1.0,5,2.0,16.0,34.0,"[6.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0]","3-5/2/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/3-5/2/@1.0-end,@start-end,@start-2.0"
398,"(-2, 2, 3, -2, -2, -2, -2)","[-2, 2, 3, -2, -2, -2, -3]",Veni speciosam,PrimusTenor,5,3.0,7,4.0,36.0,54.0,"[6.0, 2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0]","5-7/3/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/5-7/3/@3.0-end,@start-end,@start-4.0"
399,"(-2, 2, 3, -2, -2, -2, -2)","[-2, 2, 3, -2, -2, -2, -2]",Veni speciosam,Bassus,7,1.0,9,2.0,48.0,66.0,"[6.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","7-9/5/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/7-9/5/@1.0-end,@start-end,@start-2.0"
400,"(2, 3, -2, -2, -2, -2, 2)","[2, 3, -2, -2, -2, -3, 2]",Veni speciosam,Superius,2,2.0,4,1.0,10.0,24.0,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","2-4/1/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/2-4/1/@2.0-end,@start-end,@start-1.0"
401,"(2, 3, -2, -2, -2, -2, 2)","[2, 3, -2, -2, -2, -2, 3]",Veni speciosam,Superius,3,4.0,5,3.0,22.0,36.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0]","3-5/1/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/3-5/1/@4.0-end,@start-end,@start-3.0"
402,"(2, 3, -2, -2, -2, -2, 2)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Superius,95,2.0,96,4.0,762.0,774.0,"[2.0, 2.0, 3.0, 1.0, 3.0, 0.5, 0.5, 2.0]","95-96/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-96/1/@2.0-end,@start-4.0"
403,"(2, 3, -2, -2, -2, -2, 2)","[2, 2, -2, -2, -2, -2, 2]",Veni speciosam,Superius,120,2.5,122,1.0,963.0,976.0,"[1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 8.0]","120-122/1/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-122/1/@2.5-end,@start-end,@start-1.0"
404,"(2, 3, -2, -2, -2, -2, 2)","[2, 3, -2, -2, -2, -3, 2]",Veni speciosam,Contratenor,3,4.0,5,2.5,22.0,35.0,"[2.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","3-5/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/3-5/2/@4.0-end,@start-end,@start-2.5"
405,"(2, 3, -2, -2, -2, -2, 2)","[1, 3, -2, -2, -2, -2, 2]",Veni speciosam,Contratenor,79,1.0,81,1.0,632.0,648.0,"[2.0, 2.0, 4.0, 4.0, 3.0, 0.5, 0.5, 2.0]","79-81/2/@1.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/79-81/2/@1.0-end,@start-end,@start-1.0"
