,pattern_generating_match,pattern_matched,piece_title,part,start_measure,start_beat,end_measure,end_beat,start_offset,end_offset,note_durations,ema,ema_url
228,"(-2, 2, 2, 2, -2, -2, -2)","[-2, 2, 2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,12,1.0,12,4.5,88.0,95.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","12-12/3/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-12/3/@1.0-end,@start-4.5"
229,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,92,2.0,94,2.0,738.0,754.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 1.0]","92-94/3/@2.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/3/@2.0-end,@start-end,@start-2.0"
230,"(-2, 2, 2, 2, -2, -2, -2)","[-2, 2, 2, 2, -2, -2, -2]",Veni speciosam,PrimusTenor,94,1.0,95,2.5,752.0,763.0,"[2.0, 1.0, 1.0, 1.0, 1.0, 4.0, 1.0, 1.0]","94-95/3/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/3/@1.0-end,@start-2.5"
231,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,SecundusTenor,87,2.0,90,1.0,698.0,720.0,"[2.0, 2.0, 2.0, 4.0, 6.0, 2.0, 4.0, 4.0]","87-90/4/@2.0-end,@start-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/87-90/4/@2.0-end,@start-end,@start-end,@start-1.0"
232,"(-2, 2, 2, 2, -2, -2, -2)","[-3, 2, 2, 2, -2, -2, -2]",Veni speciosam,Bassus,90,4.0,93,3.0,726.0,748.0,"[2.0, 2.0, 2.0, 4.0, 6.0, 2.0, 4.0, 4.0]","90-93/5/@4.0-end,@start-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/90-93/5/@4.0-end,@start-end,@start-end,@start-3.0"
233,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 3]",Veni speciosam,Superius,102,3.5,104,2.0,821.0,834.0,"[1.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0, 3.0]","102-104/1/@3.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/1/@3.5-end,@start-end,@start-2.0"
234,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,8,4.5,10,3.0,63.0,76.0,"[1.0, 2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0]","8-10/2/@4.5-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-10/2/@4.5-end,@start-end,@start-3.0"
235,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,49,3.0,51,3.0,388.0,404.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 4.0, 2.0, 4.0]","49-51/2/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/49-51/2/@3.0-end,@start-end,@start-3.0"
236,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,53,2.0,54,2.0,418.0,426.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0]","53-54/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/2/@2.0-end,@start-2.0"
237,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,92,2.0,94,1.0,738.0,752.0,"[2.0, 2.0, 2.0, 4.0, 2.0, 1.0, 1.0, 4.0]","92-94/2/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/2/@2.0-end,@start-end,@start-1.0"
238,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,120,2.5,122,1.0,963.0,976.0,"[1.0, 1.0, 1.0, 3.0, 1.0, 4.0, 2.0, 16.0]","120-122/2/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-122/2/@2.5-end,@start-end,@start-1.0"
239,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,12,1.5,13,1.0,89.0,96.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","12-13/3/@1.5-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/3/@1.5-end,@start-1.0"
240,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,92,3.0,94,2.5,740.0,755.0,"[2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 1.0, 1.0]","92-94/3/@3.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/3/@3.0-end,@start-end,@start-2.5"
241,"(2, 2, 2, -2, -2, -2, 2)","[2, 2, 2, -3, -2, -2, 2]",Veni speciosam,Bassus,25,3.0,27,3.0,196.0,212.0,"[2.0, 2.0, 2.0, 2.0, 4.0, 2.0, 2.0, 4.0]","25-27/5/@3.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-27/5/@3.0-end,@start-end,@start-3.0"
242,"(2, 2, -2, -2, -2, 2, 3)","[2, 2, -2, -2, -2, 2, 3]",Veni speciosam,Contratenor,9,1.0,10,4.0,64.0,78.0,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 4.0]","9-10/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-10/2/@1.0-end,@start-4.0"
243,"(2, 2, -2, -2, -2, 2, 3)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,16,2.5,18,1.0,123.0,136.0,"[1.0, 2.0, 4.0, 1.0, 1.0, 3.0, 1.0, 4.0]","16-18/2/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-18/2/@2.5-end,@start-end,@start-1.0"
244,"(2, 2, -2, -2, -2, 2, 3)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,53,2.5,54,3.0,419.0,428.0,"[1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0, 4.0]","53-54/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/2/@2.5-end,@start-3.0"
245,"(2, 2, -2, -2, -2, 2, 3)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,PrimusTenor,12,2.0,13,2.0,90.0,98.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","12-13/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/3/@2.0-end,@start-2.0"
246,"(2, 2, -2, -2, -2, 2, 3)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,PrimusTenor,92,4.0,94,3.0,742.0,756.0,"[2.0, 2.0, 4.0, 2.0, 2.0, 1.0, 1.0, 1.0]","92-94/3/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/3/@4.0-end,@start-end,@start-3.0"
247,"(2, 2, -2, -2, -2, 2, 3)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,PrimusTenor,123,3.0,125,2.0,988.0,1002.0,"[3.0, 1.0, 4.0, 2.0, 1.0, 1.0, 2.0, 2.0]","123-125/3/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/123-125/3/@3.0-end,@start-end,@start-2.0"
248,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,Superius,35,4.0,37,4.0,278.0,294.0,"[4.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","35-37/1/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/35-37/1/@4.0-end,@start-end,@start-4.0"
249,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,Superius,125,2.0,126,4.0,1002.0,1014.0,"[4.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","125-126/1/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/125-126/1/@2.0-end,@start-4.0"
250,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,16,1.0,17,4.5,120.0,135.0,"[3.0, 1.0, 2.0, 4.0, 1.0, 1.0, 3.0, 1.0]","16-17/2/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-17/2/@1.0-end,@start-4.5"
251,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,Contratenor,35,1.0,37,2.0,272.0,290.0,"[6.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","35-37/2/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/35-37/2/@1.0-end,@start-end,@start-2.0"
252,"(-2, 2, 2, -2, -2, -2, 2)","[-3, 2, 2, -2, -2, -2, 2]",Veni speciosam,Contratenor,67,1.0,68,1.0,528.0,536.0,"[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","67-68/2/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/67-68/2/@1.0-end,@start-1.0"
253,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,29,3.0,31,4.0,228.0,246.0,"[6.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]","29-31/3/@3.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/29-31/3/@3.0-end,@start-end,@start-4.0"
254,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,37,4.0,39,4.0,294.0,310.0,"[4.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","37-39/3/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/37-39/3/@4.0-end,@start-end,@start-4.0"
255,"(-2, 2, 2, -2, -2, -2, 2)","[-3, 2, 2, -2, -2, -2, 2]",Veni speciosam,PrimusTenor,123,2.0,125,1.0,986.0,1000.0,"[2.0, 3.0, 1.0, 4.0, 2.0, 1.0, 1.0, 2.0]","123-125/3/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/123-125/3/@2.0-end,@start-end,@start-1.0"
256,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,SecundusTenor,32,1.0,34,4.0,248.0,270.0,"[6.0, 2.0, 4.0, 4.0, 3.0, 1.0, 2.0, 2.0]","32-34/4/@1.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-34/4/@1.0-end,@start-end,@start-4.0"
257,"(-2, 2, 2, -2, -2, -2, 2)","[-2, 2, 3, -2, -2, -2, 2]",Veni speciosam,Bassus,31,1.0,33,2.0,240.0,258.0,"[6.0, 2.0, 2.0, 2.0, 3.0, 1.0, 2.0, 2.0]","31-33/5/@1.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/31-33/5/@1.0-end,@start-end,@start-2.0"
258,"(2, 2, -2, -2, -2, 2, 2)","[2, 2, -2, -2, -2, 2, 3]",Veni speciosam,Contratenor,9,1.0,10,4.0,64.0,78.0,"[2.0, 2.0, 2.0, 4.0, 1.0, 1.0, 2.0, 4.0]","9-10/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-10/2/@1.0-end,@start-4.0"
259,"(2, 2, -2, -2, -2, 2, 2)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,16,2.5,18,1.0,123.0,136.0,"[1.0, 2.0, 4.0, 1.0, 1.0, 3.0, 1.0, 4.0]","16-18/2/@2.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-18/2/@2.5-end,@start-end,@start-1.0"
260,"(2, 2, -2, -2, -2, 2, 2)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,Contratenor,53,2.5,54,3.0,419.0,428.0,"[1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0, 4.0]","53-54/2/@2.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/2/@2.5-end,@start-3.0"
261,"(2, 2, -2, -2, -2, 2, 2)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,PrimusTenor,12,2.0,13,2.0,90.0,98.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0]","12-13/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/3/@2.0-end,@start-2.0"
262,"(2, 2, -2, -2, -2, 2, 2)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,PrimusTenor,92,4.0,94,3.0,742.0,756.0,"[2.0, 2.0, 4.0, 2.0, 2.0, 1.0, 1.0, 1.0]","92-94/3/@4.0-end,@start-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-94/3/@4.0-end,@start-end,@start-3.0"
263,"(2, 2, -2, -2, -2, 2, 2)","[2, 2, -2, -2, -2, 2, 2]",Veni speciosam,PrimusTenor,123,3.0,125,2.0,988.0,1002.0,"[3.0, 1.0, 4.0, 2.0, 1.0, 1.0, 2.0, 2.0]","123-125/3/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/123-125/3/@3.0-end,@start-end,@start-2.0"
264,"(-3, -2, 2, 2, 2, 2, -2)","[-2, -2, 2, 2, 2, 2, -2]",Veni speciosam,Superius,58,1.0,59,3.5,456.0,469.0,"[2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0]","58-59/1/@1.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/58-59/1/@1.0-end,@start-3.5"
265,"(-3, -2, 2, 2, 2, 2, -2)","[-2, -2, 2, 2, 2, 2, -2]",Veni speciosam,Superius,63,4.5,65,2.0,503.0,514.0,"[1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 4.0, 2.0]","63-65/1/@4.5-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-65/1/@4.5-end,@start-end,@start-2.0"
266,"(-3, -2, 2, 2, 2, 2, -2)","[-2, -2, 2, 2, 2, 2, -2]",Veni speciosam,Superius,101,4.0,103,2.0,814.0,826.0,"[4.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0]","101-103/1/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-103/1/@4.0-end,@start-end,@start-2.0"
267,"(-3, -2, 2, 2, 2, 2, -2)","[-3, -2, 2, 2, 2, 2, -2]",Veni speciosam,Contratenor,22,2.0,24,2.5,170.0,187.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 4.0, 3.0, 1.0]","22-24/2/@2.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-24/2/@2.0-end,@start-end,@start-2.5"
268,"(-3, -2, 2, 2, 2, 2, -2)","[-2, -2, 2, 2, 2, 2, -2]",Veni speciosam,Contratenor,57,1.0,58,2.0,448.0,458.0,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 4.0]","57-58/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-58/2/@1.0-end,@start-2.0"
269,"(-3, -2, 2, 2, 2, 2, -2)","[-2, -2, 2, 2, 2, 2, -2]",Veni speciosam,Contratenor,76,4.0,77,4.0,614.0,622.0,"[3.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 3.0]","76-77/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/76-77/2/@4.0-end,@start-4.0"
270,"(-3, -2, 2, 2, 2, 2, -2)","[-2, -2, 2, 2, 2, 2, -2]",Veni speciosam,Contratenor,119,4.0,121,1.5,958.0,969.0,"[3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0]","119-121/2/@4.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-121/2/@4.0-end,@start-end,@start-1.5"
271,"(2, 2, 2, 2, -2, -2, 2)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Contratenor,22,4.0,24,4.0,174.0,190.0,"[3.0, 1.0, 2.0, 4.0, 3.0, 1.0, 2.0, 2.0]","22-24/2/@4.0-end,@start-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/22-24/2/@4.0-end,@start-end,@start-4.0"
272,"(2, 2, 2, 2, -2, -2, 2)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Contratenor,57,3.0,59,1.0,452.0,464.0,"[1.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0]","57-59/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-59/2/@3.0-end,@start-end,@start-1.0"
273,"(2, 2, 2, 2, -2, -2, 2)","[2, 2, 2, 2, -2, -2, 1]",Veni speciosam,Contratenor,77,1.75,78,2.0,617.5,626.0,"[0.5, 1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 4.0]","77-78/2/@1.75-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/77-78/2/@1.75-end,@start-2.0"
274,"(2, 2, 2, 2, -2, -2, 2)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Contratenor,119,2.0,120,2.5,954.0,963.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0, 1.0]","119-120/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/2/@2.0-end,@start-2.5"
275,"(2, 2, 2, 2, -2, -2, 2)","[2, 2, 2, 2, -2, -2, 2]",Veni speciosam,Bassus,10,4.0,11,4.0,78.0,86.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 0.5, 0.5, 2.0]","10-11/5/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/10-11/5/@4.0-end,@start-4.0"
276,"(2, 2, 2, 2, -2, -2, 2)","[2, 2, 2, 2, -2, -3, 2]",Veni speciosam,Bassus,110,1.0,111,2.0,880.0,890.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 2.0]","110-111/5/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/110-111/5/@1.0-end,@start-2.0"
277,"(-2, -2, 2, 2, 2, 2, 2)","[-2, -3, 2, 2, 2, 2, 2]",Veni speciosam,Superius,99,4.0,101,2.0,798.0,810.0,"[2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0, 3.0]","99-101/1/@4.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-101/1/@4.0-end,@start-end,@start-2.0"
278,"(-2, -2, 2, 2, 2, 2, 2)","[-2, -2, 2, 2, 2, 2, 2]",Veni speciosam,Contratenor,48,3.0,50,2.0,380.0,394.0,"[2.0, 2.0, 3.0, 1.0, 2.0, 2.0, 2.0, 3.0]","48-50/2/@3.0-end,@start-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/48-50/2/@3.0-end,@start-end,@start-2.0"
279,"(-2, -2, 2, 2, 2, 2, 2)","[-2, -2, 2, 2, 2, 2, 2]",Veni speciosam,Contratenor,118,4.5,119,4.0,951.0,958.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","118-119/2/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@4.5-end,@start-4.0"
280,"(-2, -2, 2, 2, 2, 2, 2)","[-2, -3, 2, 2, 2, 2, 2]",Veni speciosam,SecundusTenor,16,2.0,17,4.5,122.0,135.0,"[4.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0]","16-17/4/@2.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-17/4/@2.0-end,@start-4.5"
281,"(-2, -2, 2, 2, 2, 2, 2)","[-2, -3, 2, 2, 2, 2, 2]",Veni speciosam,SecundusTenor,101,4.0,103,1.0,814.0,824.0,"[2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0]","101-103/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-103/4/@4.0-end,@start-end,@start-1.0"
282,"(-2, -2, 2, 2, 2, 2, 2)","[-3, -2, 2, 2, 2, 2, 2]",Veni speciosam,Bassus,9,4.0,11,1.5,70.0,81.0,"[2.0, 4.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","9-11/5/@4.0-end,@start-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/9-11/5/@4.0-end,@start-end,@start-1.5"
283,"(2, 2, -3, 3, -2, -2, 2)","[2, 2, -3, 2, -2, -2, 2]",Veni speciosam,Superius,61,2.0,63,1.0,482.0,496.0,"[3.0, 1.0, 1.0, 1.0, 2.0, 4.0, 2.0, 2.0]","61-63/1/@2.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/61-63/1/@2.0-end,@start-end,@start-1.0"
284,"(2, 2, -3, 3, -2, -2, 2)","[2, 2, -3, 3, -2, -3, 2]",Veni speciosam,Superius,109,2.5,110,4.5,875.0,887.0,"[1.0, 2.0, 2.0, 2.0, 3.0, 1.0, 1.0, 1.0]","109-110/1/@2.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/1/@2.5-end,@start-4.5"
285,"(2, 2, -3, 3, -2, -2, 2)","[2, 2, -3, 2, -2, -2, 2]",Veni speciosam,Contratenor,30,3.0,31,4.0,236.0,246.0,"[1.0, 1.0, 1.0, 1.0, 3.0, 1.0, 2.0, 2.0]","30-31/2/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/30-31/2/@3.0-end,@start-4.0"
286,"(2, 2, -3, 3, -2, -2, 2)","[2, 2, -3, 3, -2, -2, 2]",Veni speciosam,Contratenor,61,4.5,63,1.0,487.0,496.0,"[0.5, 0.5, 1.0, 1.0, 4.0, 1.0, 1.0, 2.0]","61-63/2/@4.5-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/61-63/2/@4.5-end,@start-end,@start-1.0"
