Pattern_Generating_Match,Pattern_matched,Piece_Title,Part,First Note Measure Number,Last Note Measure Number,Note_Durations,EMA,EMA url
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Superius,96,97,"[3.0, 0.5, 0.5, 2.0, 8.0]","96-97/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/96-97/1/@2.0-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Superius,101,102,"[4.0, 2.0, 1.0, 1.0, 1.0]","101-102/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-102/1/@4.0-end,@start-4.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Superius,108,109,"[2.0, 2.0, 3.0, 1.0, 2.0]","108-109/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/108-109/1/@3.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Superius,119,120,"[4.0, 1.0, 1.0, 2.0, 2.0]","119-120/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/1/@4.0-end,@start-4.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,7,8,"[2.0, 2.0, 2.0, 2.0, 1.0]","7-8/2/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/7-8/2/@4.0-end,@start-4.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,17,18,"[1.0, 1.0, 3.0, 1.0, 4.0]","17-18/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/17-18/2/@2.0-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,48,49,"[2.0, 2.0, 3.0, 1.0, 2.0]","48-49/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/48-49/2/@3.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,53,54,"[3.0, 0.5, 0.5, 2.0, 4.0]","53-54/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/2/@4.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,57,57,"[2.0, 2.0, 1.0, 1.0, 1.0]","57-57/2/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/57-57/2/@1.0-end,@start-4.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,61,62,"[2.0, 3.0, 0.5, 0.5, 1.0]","61-62/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/61-62/2/@2.0-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,62,63,"[4.0, 1.0, 1.0, 2.0, 2.0]","62-63/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/62-63/2/@2.0-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,63,64,"[2.0, 2.0, 1.0, 1.0, 1.0]","63-64/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/63-64/2/@2.0-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,64,66,"[2.0, 4.0, 3.0, 1.0, 2.0]","64-66/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/64-66/2/@4.0-end,@start-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,66,67,"[2.0, 2.0, 1.0, 1.0, 1.0]","66-67/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/66-67/2/@2.0-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,76,77,"[3.0, 0.5, 0.5, 1.0, 1.0]","76-77/2/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/76-77/2/@4.0-end,@start-2.5"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,80,81,"[3.0, 0.5, 0.5, 2.0, 2.0]","80-81/2/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/80-81/2/@3.0-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,87,88,"[4.0, 3.0, 0.5, 0.5, 4.0]","87-88/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/87-88/2/@3.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,102,103,"[4.0, 2.0, 3.0, 1.0, 2.0]","102-103/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-103/2/@1.0-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,113,114,"[3.0, 1.0, 2.0, 2.0, 4.0]","113-114/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-114/2/@3.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,118,119,"[1.0, 1.0, 1.0, 1.0, 1.0]","118-119/2/@4.5-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@4.5-end,@start-2.5"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Contratenor,119,120,"[3.0, 1.0, 1.0, 1.0, 1.0]","119-120/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/119-120/2/@4.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,PrimusTenor,12,13,"[1.0, 1.0, 1.0, 2.0, 2.0]","12-13/3/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/12-13/3/@3.5-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,PrimusTenor,45,46,"[4.0, 2.0, 3.0, 0.5, 0.5]","45-46/3/@4.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/45-46/3/@4.0-end,@start-4.75"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,PrimusTenor,84,85,"[0.5, 0.5, 1.0, 1.0, 1.0]","84-85/3/@4.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/84-85/3/@4.5-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,PrimusTenor,93,94,"[2.0, 2.0, 1.0, 1.0, 1.0]","93-94/3/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/93-94/3/@4.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,PrimusTenor,124,125,"[2.0, 1.0, 1.0, 2.0, 2.0]","124-125/3/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-125/3/@3.0-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,SecundusTenor,36,37,"[3.0, 1.0, 1.0, 1.0, 3.0]","36-37/4/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/36-37/4/@4.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,SecundusTenor,43,44,"[2.0, 2.0, 2.0, 2.0, 2.0]","43-44/4/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/43-44/4/@4.0-end,@start-4.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,SecundusTenor,82,83,"[0.5, 1.0, 1.0, 1.0, 1.0]","82-83/4/@4.75-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/4/@4.75-end,@start-2.5"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,SecundusTenor,84,86,"[4.0, 2.0, 3.0, 1.0, 1.0]","84-86/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/84-86/4/@4.0-end,@start-end,@start-1.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,SecundusTenor,94,95,"[1.0, 1.0, 2.0, 2.0, 2.0]","94-95/4/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/4/@4.0-end,@start-3.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,SecundusTenor,124,125,"[3.0, 0.5, 0.5, 2.0, 2.0]","124-125/4/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-125/4/@3.0-end,@start-2.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Bassus,8,9,"[1.0, 2.0, 2.0, 2.0, 2.0]","8-9/5/@4.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/5/@4.5-end,@start-4.0"
"[-2, -2, 2, 2]","[-2, -2, 2, 2]",Veni speciosam,Bassus,11,12,"[3.0, 0.5, 0.5, 2.0, 4.0]","11-12/5/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/11-12/5/@2.0-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Superius,21,22,"[4.0, 2.0, 2.0, 2.0, 2.0]","21-22/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-22/1/@2.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Superius,53,55,"[4.0, 4.0, 3.0, 1.0, 4.0]","53-55/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-55/1/@3.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Superius,99,100,"[2.0, 2.0, 2.0, 3.0, 1.0]","99-100/1/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-100/1/@4.0-end,@start-4.5"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Superius,110,111,"[3.0, 1.0, 1.0, 1.0, 2.0]","110-111/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/110-111/1/@2.0-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Superius,123,124,"[2.0, 2.0, 2.0, 2.0, 2.0]","123-124/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/123-124/1/@4.0-end,@start-4.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,4,5,"[3.0, 1.0, 1.0, 1.0, 1.0]","4-5/2/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@4.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,20,22,"[4.0, 2.0, 2.0, 2.0, 2.0]","20-22/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/20-22/2/@4.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,68,69,"[1.0, 2.0, 1.0, 1.0, 1.0]","68-69/2/@4.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/68-69/2/@4.5-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,94,95,"[4.0, 4.0, 3.0, 1.0, 2.0]","94-95/2/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/2/@1.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,98,99,"[2.0, 2.0, 2.0, 3.0, 1.0]","98-99/2/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/98-99/2/@2.0-end,@start-2.5"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,111,112,"[3.0, 1.0, 1.0, 1.0, 1.0]","111-112/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/111-112/2/@2.0-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,125,126,"[2.0, 2.0, 3.0, 1.0, 2.0]","125-126/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/125-126/2/@3.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Contratenor,129,130,"[2.0, 4.0, 3.0, 1.0, 2.0]","129-130/2/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/129-130/2/@2.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,PrimusTenor,18,19,"[4.0, 2.0, 2.0, 2.0, 2.0]","18-19/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/18-19/3/@2.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,PrimusTenor,24,25,"[4.0, 2.0, 2.0, 2.0, 2.0]","24-25/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-25/3/@2.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,PrimusTenor,123,124,"[2.0, 2.0, 3.0, 1.0, 4.0]","123-124/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/123-124/3/@1.0-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,PrimusTenor,126,127,"[2.0, 1.0, 1.0, 2.0, 2.0]","126-127/3/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/126-127/3/@4.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,16,17,"[4.0, 2.0, 2.0, 2.0, 1.0]","16-17/4/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/16-17/4/@2.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,19,21,"[4.0, 2.0, 3.0, 1.0, 2.0]","19-21/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/19-21/4/@4.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,25,27,"[4.0, 2.0, 2.0, 2.0, 2.0]","25-27/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/25-27/4/@4.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,101,102,"[2.0, 2.0, 2.0, 1.0, 1.0]","101-102/4/@4.0-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-102/4/@4.0-end,@start-3.5"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,122,123,"[2.0, 2.0, 3.0, 1.0, 2.0]","122-123/4/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/122-123/4/@3.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,127,128,"[2.0, 4.0, 4.0, 2.0, 4.0]","127-128/4/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/127-128/4/@1.0-end,@start-3.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,SecundusTenor,130,131,"[2.0, 2.0, 3.0, 1.0, 2.0]","130-131/4/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/130-131/4/@1.0-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Bassus,18,20,"[4.0, 2.0, 2.0, 2.0, 2.0]","18-20/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/18-20/5/@4.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Bassus,24,26,"[4.0, 2.0, 2.0, 2.0, 2.0]","24-26/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-26/5/@4.0-end,@start-end,@start-1.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Bassus,109,110,"[2.0, 2.0, 1.0, 1.0, 1.0]","109-110/5/@3.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/5/@3.0-end,@start-2.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Bassus,124,125,"[2.0, 4.0, 2.0, 2.0, 2.0]","124-125/5/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-125/5/@3.0-end,@start-4.0"
"[-2, -3, 2, 2]","[-2, -3, 2, 2]",Veni speciosam,Bassus,128,129,"[4.0, 2.0, 4.0, 2.0, 4.0]","128-129/5/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/128-129/5/@1.0-end,@start-3.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Superius,21,22,"[2.0, 2.0, 2.0, 2.0, 2.0]","21-22/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-22/1/@4.0-end,@start-4.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Superius,88,89,"[4.0, 2.0, 2.0, 4.0, 6.0]","88-89/1/@1.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/88-89/1/@1.0-end,@start-3.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Superius,94,95,"[4.0, 2.0, 2.0, 2.0, 3.0]","94-95/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/1/@3.0-end,@start-4.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Superius,100,101,"[2.0, 2.0, 3.0, 1.0, 1.0]","100-101/1/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/100-101/1/@1.0-end,@start-1.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Superius,110,111,"[1.0, 1.0, 1.0, 2.0, 2.0]","110-111/1/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/110-111/1/@3.5-end,@start-2.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Contratenor,5,5,"[1.0, 1.0, 1.0, 1.0, 1.0]","5-5/2/@1.5-end,@start-3.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/5-5/2/@1.5-end,@start-3.5"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Contratenor,21,22,"[2.0, 2.0, 2.0, 2.0, 2.0]","21-22/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/21-22/2/@2.0-end,@start-2.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Contratenor,85,86,"[2.0, 2.0, 2.0, 6.0, 4.0]","85-86/2/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/85-86/2/@2.0-end,@start-4.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Contratenor,91,93,"[6.0, 2.0, 2.0, 2.0, 4.0]","91-93/2/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/91-93/2/@3.0-end,@start-end,@start-1.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Contratenor,98,99,"[2.0, 2.0, 3.0, 1.0, 1.0]","98-99/2/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/98-99/2/@3.0-end,@start-3.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,Contratenor,111,112,"[1.0, 1.0, 1.0, 1.0, 1.0]","111-112/2/@3.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/111-112/2/@3.5-end,@start-1.5"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,PrimusTenor,18,19,"[2.0, 2.0, 2.0, 2.0, 2.0]","18-19/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/18-19/3/@4.0-end,@start-4.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,PrimusTenor,24,25,"[2.0, 2.0, 2.0, 2.0, 2.0]","24-25/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-25/3/@4.0-end,@start-4.0"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,PrimusTenor,31,32,"[2.0, 1.0, 1.0, 1.0, 1.0]","31-32/3/@4.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/31-32/3/@4.0-end,@start-2.5"
"[-3, 2, 2, 2]","[-3, 2, 2, 2]",Veni speciosam,PrimusTenor,92,93,"[2.0, 2.0, 2.0, 2.0, 4.0]","92-93/3/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/92-93/3/@2.0-end,@start-2.0"
