Pattern_Generating_Match,Pattern_matched,Piece_Title,Part,First Note Measure Number,Last Note Measure Number,Note_Durations,EMA,EMA url
"[3, -2, -2, -2]","[3, -2, -2, -2]",Veni speciosam,Bassus,81,82,"[2.0, 4.0, 3.0, 1.0, 2.0]","81-82/5/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/81-82/5/@2.0-end,@start-3.0"
"[-2, -2, -2, -3]","[-2, -2, -2, -3]",Veni speciosam,Superius,2,3,"[2.0, 2.0, 3.0, 1.0, 2.0]","2-3/1/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/2-3/1/@4.0-end,@start-4.0"
"[-2, -2, -2, -3]","[-2, -2, -2, -3]",Veni speciosam,Superius,26,27,"[4.0, 1.0, 1.0, 1.0, 1.0]","26-27/1/@2.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/26-27/1/@2.0-end,@start-1.5"
"[-2, -2, -2, -3]","[-2, -2, -2, -3]",Veni speciosam,Contratenor,4,5,"[2.0, 2.0, 3.0, 1.0, 1.0]","4-5/2/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@2.0-end,@start-2.0"
"[-2, -2, -2, -3]","[-2, -2, -2, -3]",Veni speciosam,PrimusTenor,6,7,"[2.0, 2.0, 3.0, 1.0, 2.0]","6-7/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/6-7/3/@4.0-end,@start-4.0"
"[-2, -2, -2, -3]","[-2, -2, -2, -3]",Veni speciosam,PrimusTenor,52,53,"[4.0, 3.0, 1.0, 2.0, 2.0]","52-53/3/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/52-53/3/@3.0-end,@start-4.0"
"[-2, -2, -2, -3]","[-2, -2, -2, -3]",Veni speciosam,PrimusTenor,60,61,"[2.0, 2.0, 3.0, 1.0, 4.0]","60-61/3/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/60-61/3/@3.0-end,@start-3.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Superius,3,4,"[2.0, 3.0, 1.0, 2.0, 2.0]","3-4/1/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/3-4/1/@1.0-end,@start-1.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Superius,99,100,"[4.0, 2.0, 2.0, 2.0, 3.0]","99-100/1/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/99-100/1/@2.0-end,@start-3.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Contratenor,4,5,"[2.0, 3.0, 1.0, 1.0, 1.0]","4-5/2/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/2/@3.0-end,@start-2.5"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Contratenor,97,99,"[4.0, 2.0, 2.0, 2.0, 3.0]","97-99/2/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/97-99/2/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Contratenor,111,111,"[2.0, 3.0, 1.0, 1.0, 1.0]","111-111/2/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/111-111/2/@1.0-end,@start-4.5"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,PrimusTenor,7,8,"[2.0, 3.0, 1.0, 2.0, 2.0]","7-8/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/7-8/3/@1.0-end,@start-1.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,PrimusTenor,53,54,"[3.0, 1.0, 2.0, 2.0, 4.0]","53-54/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/53-54/3/@1.0-end,@start-1.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,PrimusTenor,98,99,"[4.0, 2.0, 2.0, 2.0, 3.0]","98-99/3/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/98-99/3/@2.0-end,@start-3.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,SecundusTenor,96,98,"[4.0, 2.0, 2.0, 2.0, 8.0]","96-98/4/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/96-98/4/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,SecundusTenor,101,102,"[4.0, 2.0, 2.0, 2.0, 1.0]","101-102/4/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/101-102/4/@2.0-end,@start-3.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Bassus,100,101,"[4.0, 2.0, 2.0, 2.0, 4.0]","100-101/5/@2.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/100-101/5/@2.0-end,@start-3.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Bassus,102,104,"[4.0, 2.0, 2.0, 2.0, 3.0]","102-104/5/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/102-104/5/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -3, 2]","[-2, -2, -3, 2]",Veni speciosam,Bassus,109,110,"[0.5, 2.0, 2.0, 1.0, 1.0]","109-110/5/@2.75-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/109-110/5/@2.75-end,@start-1.5"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,Superius,3,4,"[1.0, 2.0, 2.0, 2.0, 2.0]","3-4/1/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/3-4/1/@3.5-end,@start-3.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,Superius,41,42,"[2.0, 2.0, 2.0, 4.0, 2.0]","41-42/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/41-42/1/@3.0-end,@start-4.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,Superius,45,46,"[2.0, 2.0, 2.0, 4.0, 2.0]","45-46/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/45-46/1/@3.0-end,@start-4.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,Contratenor,44,45,"[2.0, 2.0, 2.0, 4.0, 2.0]","44-45/2/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/44-45/2/@1.0-end,@start-2.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,PrimusTenor,7,8,"[1.0, 2.0, 2.0, 4.0, 2.0]","7-8/3/@3.5-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/7-8/3/@3.5-end,@start-4.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,SecundusTenor,38,39,"[2.0, 2.0, 2.0, 4.0, 2.0]","38-39/4/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/38-39/4/@3.0-end,@start-4.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,Bassus,40,41,"[2.0, 2.0, 2.0, 4.0, 2.0]","40-41/5/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/40-41/5/@3.0-end,@start-4.0"
"[-3, 2, 3, -2]","[-3, 2, 3, -2]",Veni speciosam,Bassus,43,44,"[2.0, 2.0, 2.0, 4.0, 2.0]","43-44/5/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/43-44/5/@3.0-end,@start-4.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,4,5,"[2.0, 2.0, 4.0, 1.0, 1.0]","4-5/1/@2.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/1/@2.0-end,@start-2.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,24,25,"[3.0, 1.0, 2.0, 4.0, 2.0]","24-25/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/24-25/1/@3.0-end,@start-4.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,51,52,"[3.0, 1.0, 1.0, 1.0, 2.0]","51-52/1/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/51-52/1/@4.0-end,@start-3.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,74,75,"[4.0, 2.0, 3.0, 1.0, 1.0]","74-75/1/@3.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/74-75/1/@3.0-end,@start-4.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,75,75,"[2.0, 3.0, 1.0, 1.0, 1.0]","75-75/1/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/75-75/1/@1.0-end,@start-4.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,75,76,"[3.0, 1.0, 1.0, 1.0, 2.0]","75-76/1/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/75-76/1/@2.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,77,79,"[4.0, 4.0, 3.0, 1.0, 1.0]","77-79/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/77-79/1/@3.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,78,79,"[4.0, 3.0, 1.0, 1.0, 1.0]","78-79/1/@1.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/78-79/1/@1.0-end,@start-1.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,89,91,"[6.0, 2.0, 3.0, 1.0, 2.0]","89-91/1/@3.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/89-91/1/@3.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,95,96,"[3.0, 1.0, 3.0, 0.5, 0.5]","95-96/1/@4.0-end,@start-3.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-96/1/@4.0-end,@start-3.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,113,113,"[3.0, 1.0, 1.0, 1.0, 1.0]","113-113/1/@1.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-113/1/@1.0-end,@start-4.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,113,113,"[1.0, 1.0, 1.0, 1.0, 1.0]","113-113/1/@2.5-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-113/1/@2.5-end,@start-4.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,113,114,"[1.0, 1.0, 1.0, 1.0, 1.0]","113-114/1/@3.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-114/1/@3.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,113,114,"[1.0, 1.0, 1.0, 1.0, 1.0]","113-114/1/@3.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-114/1/@3.5-end,@start-1.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Superius,120,121,"[2.0, 2.0, 4.0, 1.0, 1.0]","120-121/1/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/120-121/1/@4.0-end,@start-4.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,14,14,"[3.0, 1.0, 1.0, 0.5, 0.5]","14-14/2/@2.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/14-14/2/@2.0-end,@start-4.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,32,33,"[4.0, 2.0, 2.0, 1.0, 1.0]","32-33/2/@4.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/32-33/2/@4.0-end,@start-4.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,33,34,"[2.0, 2.0, 1.0, 1.0, 4.0]","33-34/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/33-34/2/@2.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,76,77,"[4.0, 2.0, 3.0, 0.5, 0.5]","76-77/2/@1.0-end,@start-1.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/76-77/2/@1.0-end,@start-1.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,79,80,"[4.0, 4.0, 3.0, 0.5, 0.5]","79-80/2/@3.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/79-80/2/@3.0-end,@start-4.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,86,88,"[4.0, 2.0, 4.0, 3.0, 0.5]","86-88/2/@4.0-end,@start-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/86-88/2/@4.0-end,@start-end,@start-2.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,118,119,"[3.0, 1.0, 1.0, 1.0, 1.0]","118-119/2/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@2.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Contratenor,118,119,"[1.0, 1.0, 1.0, 1.0, 1.0]","118-119/2/@3.5-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/2/@3.5-end,@start-1.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,60,61,"[4.0, 2.0, 2.0, 3.0, 1.0]","60-61/3/@1.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/60-61/3/@1.0-end,@start-2.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,83,84,"[4.0, 4.0, 3.0, 0.5, 0.5]","83-84/3/@3.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/83-84/3/@3.0-end,@start-4.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,84,85,"[4.0, 3.0, 0.5, 0.5, 1.0]","84-85/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/84-85/3/@1.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,94,95,"[1.0, 4.0, 1.0, 1.0, 2.0]","94-95/3/@3.5-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/3/@3.5-end,@start-3.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,94,95,"[4.0, 1.0, 1.0, 2.0, 2.0]","94-95/3/@4.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/3/@4.0-end,@start-4.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,110,111,"[0.5, 2.0, 1.0, 1.0, 2.0]","110-111/3/@2.75-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/110-111/3/@2.75-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,PrimusTenor,128,130,"[4.0, 1.0, 1.0, 4.0, 8.0]","128-130/3/@4.0-end,@start-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/128-130/3/@4.0-end,@start-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,47,48,"[4.0, 2.0, 2.0, 4.0, 2.0]","47-48/4/@2.0-end,@start-4.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/47-48/4/@2.0-end,@start-4.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,80,81,"[4.0, 2.0, 3.0, 1.0, 1.0]","80-81/4/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/80-81/4/@1.0-end,@start-2.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,80,81,"[2.0, 3.0, 1.0, 1.0, 1.0]","80-81/4/@3.0-end,@start-2.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/80-81/4/@3.0-end,@start-2.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,80,81,"[3.0, 1.0, 1.0, 1.0, 2.0]","80-81/4/@4.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/80-81/4/@4.0-end,@start-3.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,82,82,"[2.0, 2.0, 3.0, 0.5, 0.5]","82-82/4/@1.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-82/4/@1.0-end,@start-4.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,82,83,"[2.0, 3.0, 0.5, 0.5, 1.0]","82-83/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/4/@2.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,82,83,"[3.0, 0.5, 0.5, 1.0, 1.0]","82-83/4/@3.0-end,@start-1.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/82-83/4/@3.0-end,@start-1.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,94,95,"[2.0, 4.0, 1.0, 1.0, 2.0]","94-95/4/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/94-95/4/@1.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,113,114,"[3.0, 1.0, 1.0, 1.0, 2.0]","113-114/4/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-114/4/@2.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,SecundusTenor,124,124,"[3.0, 1.0, 3.0, 0.5, 0.5]","124-124/4/@1.0-end,@start-4.75","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/124-124/4/@1.0-end,@start-4.75"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Bassus,8,9,"[2.0, 3.0, 1.0, 2.0, 2.0]","8-9/5/@2.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/8-9/5/@2.0-end,@start-2.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Bassus,14,14,"[3.0, 1.0, 2.0, 1.0, 1.0]","14-14/5/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/14-14/5/@1.0-end,@start-4.5"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Bassus,86,87,"[1.0, 1.0, 1.0, 1.0, 2.0]","86-87/5/@3.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/86-87/5/@3.0-end,@start-1.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Bassus,86,87,"[1.0, 1.0, 1.0, 2.0, 2.0]","86-87/5/@3.5-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/86-87/5/@3.5-end,@start-2.0"
"[-2, -2, -2, -2]","[-2, -2, -2, -2]",Veni speciosam,Bassus,104,104,"[3.0, 1.0, 2.0, 1.0, 1.0]","104-104/5/@1.0-end,@start-4.5","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/104-104/5/@1.0-end,@start-4.5"
"[-2, -2, -2, 3]","[-2, -2, -2, 3]",Veni speciosam,Superius,4,5,"[2.0, 4.0, 1.0, 1.0, 2.0]","4-5/1/@3.0-end,@start-3.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/4-5/1/@3.0-end,@start-3.0"
"[-2, -2, -2, 3]","[-2, -2, -2, 3]",Veni speciosam,Superius,103,104,"[2.0, 4.0, 2.0, 2.0, 3.0]","103-104/1/@1.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/103-104/1/@1.0-end,@start-2.0"
"[-2, -2, -2, 3]","[-2, -2, -2, 3]",Veni speciosam,Superius,113,114,"[1.0, 1.0, 1.0, 1.0, 4.0]","113-114/1/@4.0-end,@start-2.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/113-114/1/@4.0-end,@start-2.0"
"[-2, -2, -2, 3]","[-2, -2, -2, 3]",Veni speciosam,PrimusTenor,95,96,"[1.0, 1.0, 2.0, 2.0, 2.0]","95-96/3/@2.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/95-96/3/@2.0-end,@start-1.0"
"[-2, -2, -2, 3]","[-2, -2, -2, 3]",Veni speciosam,PrimusTenor,118,119,"[2.0, 2.0, 2.0, 2.0, 2.0]","118-119/3/@1.0-end,@start-1.0","https://ema.crimproject.org/https%3A%2F%2Fcrimproject.org%2Fmei%2FMEI_4.0/CRIM_Model_0001.mei/118-119/3/@1.0-end,@start-1.0"
